shipment_id,risk_tier,delay_probability,eta,hours_to_sla,origin,destination,carrier,transport_mode,top_risk_factors,action_required,alert_generated_at,alert_type
SHP100367,CRITICAL,0.9999,2023-07-17,0,Mumbai,Chicago,DB Schenker,Air,"['Weather severity (Heavy Rain) [score: 4.8]', 'Port congestion [score: 4.0]', 'Traffic congestion level (Air) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100368,CRITICAL,1.0,2024-11-02,0,Rotterdam,Tokyo,FedEx,Air,"['Disruption: Natural Disaster [score: 9.8]', 'Weather severity (Heavy Rain) [score: 5.0]', 'Traffic congestion level (Air) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100369,CRITICAL,1.0,2023-02-06,0,Rotterdam,Chicago,DB Schenker,Sea,"['Port congestion [score: 8.0]', 'Weather severity (Snow) [score: 5.9]', 'Traffic congestion level (Sea) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100370,CRITICAL,1.0,2023-12-28,0,Mumbai,New York,XPO Logistics,Sea,"['Disruption: Port Strike [score: 9.1]', 'Traffic congestion level (Sea) [score: 5.0]', 'Weather severity (Fog) [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100371,CRITICAL,1.0,2023-05-14,0,Rotterdam,Sydney,XPO Logistics,Air,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 9.5]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100372,CRITICAL,1.0,2023-05-17,0,Dubai,Singapore,DB Schenker,Sea,"['Disruption: Equipment Failure [score: 6.4]', 'Traffic congestion level (Sea) [score: 4.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100373,CRITICAL,1.0,2024-01-18,0,Rotterdam,London,FedEx,Rail,"['Weather severity (Fog) [score: 4.4]', 'Disruption: Traffic Jam [score: 4.1]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100374,CRITICAL,1.0,2023-07-16,0,Mumbai,New York,Maersk,Sea,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 9.2]', 'Weather severity (Storm) [score: 7.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100375,CRITICAL,1.0,2023-01-11,0,Shanghai,Tokyo,DB Schenker,Road,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 9.3]', 'Traffic congestion level (Road) [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100376,CRITICAL,1.0,2023-07-22,0,Mumbai,London,DHL,Road,"['Port congestion [score: 9.0]', 'Traffic congestion level (Road) [score: 8.0]', 'Disruption: Equipment Failure [score: 5.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100377,CRITICAL,1.0,2023-05-29,0,Shanghai,New York,DB Schenker,Rail,"['Disruption: Natural Disaster [score: 10.2]', 'Weather severity (Snow) [score: 6.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100378,CRITICAL,1.0,2024-07-05,0,Los Angeles,Sydney,Maersk,Air,"['Weather severity (Blizzard) [score: 8.7]', 'Customs hold active [score: 8.0]', 'Disruption: Traffic Jam [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100379,CRITICAL,1.0,2023-05-19,0,Shanghai,Tokyo,FedEx,Air,"['Weather severity (Blizzard) [score: 8.9]', 'High route risk [score: 4.1]', 'High historical delay rate [score: 1.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100380,CRITICAL,0.9999,2023-05-15,0,Shanghai,Sydney,FedEx,Sea,"['Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]', 'High route risk [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100381,CRITICAL,1.0,2023-06-04,0,Rotterdam,London,Maersk,Rail,"['Disruption: Port Strike [score: 9.3]', 'Port congestion [score: 7.0]', 'Weather severity (Heavy Rain) [score: 4.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100382,CRITICAL,1.0,2024-09-08,0,Hamburg,New York,XPO Logistics,Sea,"['Disruption: Natural Disaster [score: 10.4]', 'Weather severity (Storm) [score: 8.0]', 'Traffic congestion level (Sea) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100383,CRITICAL,1.0,2023-07-02,0,Shanghai,Singapore,DB Schenker,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 6.0]', 'High route risk [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100384,CRITICAL,1.0,2024-09-20,0,Dubai,London,DB Schenker,Sea,"['Disruption: Port Strike [score: 9.2]', 'Weather severity (Blizzard) [score: 8.7]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100385,CRITICAL,1.0,2023-02-05,0,Shanghai,Chicago,Maersk,Rail,"['Customs hold active [score: 8.0]', 'High route risk [score: 4.3]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100386,CRITICAL,1.0,2024-10-04,0,Los Angeles,London,XPO Logistics,Air,"['Disruption: Port Strike [score: 9.0]', 'Port congestion [score: 5.0]', 'Weather severity (Fog) [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100387,CRITICAL,1.0,2023-11-18,0,Los Angeles,Chicago,XPO Logistics,Sea,"['Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 5.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100388,CRITICAL,1.0,2024-11-20,0,Dubai,Singapore,Maersk,Rail,"['Port congestion [score: 8.0]', 'Disruption: Traffic Jam [score: 3.9]', 'Weather severity (Fog) [score: 3.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100389,CRITICAL,0.9998,2023-09-27,0,Hamburg,New York,UPS,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Weather severity (Rain) [score: 2.3]', 'High historical delay rate [score: 2.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100390,CRITICAL,1.0,2024-01-07,0,Los Angeles,New York,FedEx,Air,"['Weather severity (Storm) [score: 8.4]', 'Disruption: Traffic Jam [score: 3.6]', 'High historical delay rate [score: 2.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100391,CRITICAL,1.0,2024-05-13,0,Mumbai,Tokyo,XPO Logistics,Air,"['Disruption: Port Strike [score: 9.0]', 'Weather severity (Snow) [score: 6.1]', 'Traffic congestion level (Air) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100392,CRITICAL,1.0,2023-09-11,0,Los Angeles,Tokyo,FedEx,Sea,"['Port congestion [score: 9.0]', 'Weather severity (Storm) [score: 7.8]', 'Disruption: Traffic Jam [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100393,CRITICAL,1.0,2024-09-05,0,Dubai,Sydney,DB Schenker,Road,"['Disruption: Natural Disaster [score: 9.9]', 'Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 6.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100394,CRITICAL,1.0,2023-05-06,0,Los Angeles,Sydney,XPO Logistics,Rail,"['Port congestion [score: 7.0]', 'Disruption: Equipment Failure [score: 6.4]', 'Weather severity (Snow) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100395,CRITICAL,1.0,2024-10-13,0,Rotterdam,Chicago,Maersk,Air,"['Disruption: Natural Disaster [score: 9.8]', 'Port congestion [score: 8.0]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100396,CRITICAL,1.0,2024-04-09,0,Los Angeles,Tokyo,DHL,Sea,"['Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 6.1]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100397,CRITICAL,1.0,2024-09-11,0,Dubai,Chicago,DB Schenker,Road,"['Port congestion [score: 10.0]', 'Weather severity (Storm) [score: 7.7]', 'Traffic congestion level (Road) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100398,CRITICAL,1.0,2024-02-11,0,Dubai,Chicago,DHL,Sea,"['Traffic congestion level (Sea) [score: 6.0]', 'Weather severity (Heavy Rain) [score: 4.8]', 'High route risk [score: 2.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100399,CRITICAL,0.9997,2024-01-22,0,Hamburg,London,UPS,Rail,"['Disruption: Natural Disaster [score: 9.9]', 'Weather severity (Storm) [score: 7.7]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100400,CRITICAL,1.0,2023-05-31,0,Rotterdam,Singapore,XPO Logistics,Air,"['Port congestion [score: 7.0]', 'Disruption: Equipment Failure [score: 6.2]', 'Weather severity (Heavy Rain) [score: 4.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100401,CRITICAL,1.0,2024-01-06,0,Mumbai,New York,FedEx,Road,"['Disruption: Port Strike [score: 8.8]', 'Traffic congestion level (Road) [score: 8.0]', 'Weather severity (Snow) [score: 6.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100402,CRITICAL,1.0,2024-07-23,0,Hamburg,Tokyo,UPS,Air,"['Weather severity (Blizzard) [score: 8.7]', 'Disruption: Port Strike [score: 8.6]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100403,CRITICAL,1.0,2023-05-08,0,Dubai,Tokyo,DB Schenker,Sea,"['Traffic congestion level (Sea) [score: 6.0]', 'Port congestion [score: 5.0]', 'Disruption: Traffic Jam [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100404,CRITICAL,1.0,2024-03-13,0,Hamburg,Tokyo,Maersk,Sea,"['Traffic congestion level (Sea) [score: 6.0]', 'Disruption: Equipment Failure [score: 5.7]', 'Weather severity (Heavy Rain) [score: 5.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100405,CRITICAL,1.0,2024-04-22,0,Mumbai,London,UPS,Sea,"['Disruption: Port Strike [score: 9.5]', 'Weather severity (Storm) [score: 8.4]', 'Traffic congestion level (Sea) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100406,CRITICAL,1.0,2023-12-08,0,Los Angeles,New York,DHL,Road,"['Port congestion [score: 10.0]', 'Weather severity (Storm) [score: 8.3]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100407,CRITICAL,1.0,2023-08-30,0,Los Angeles,Tokyo,FedEx,Road,"['Disruption: Natural Disaster [score: 10.3]', 'Weather severity (Storm) [score: 8.3]', 'Traffic congestion level (Road) [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100408,CRITICAL,1.0,2023-04-01,0,Rotterdam,London,FedEx,Sea,"['Port congestion [score: 10.0]', 'Weather severity (Storm) [score: 8.3]', 'Disruption: Equipment Failure [score: 6.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100409,CRITICAL,1.0,2023-10-20,0,Shanghai,London,XPO Logistics,Road,"['Disruption: Port Strike [score: 9.3]', 'Traffic congestion level (Road) [score: 6.0]', 'High route risk [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100410,CRITICAL,1.0,2023-01-31,0,Los Angeles,Sydney,UPS,Rail,"['Disruption: Port Strike [score: 8.9]', 'Weather severity (Fog) [score: 4.2]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100411,CRITICAL,1.0,2024-07-15,0,Dubai,Tokyo,FedEx,Rail,"['Disruption: Port Strike [score: 9.2]', 'Weather severity (Blizzard) [score: 8.8]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100412,CRITICAL,1.0,2024-04-18,0,Mumbai,New York,XPO Logistics,Air,"['Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100413,HIGH,0.7264,2024-08-29,0,Mumbai,Chicago,UPS,Sea,"['Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]', 'Traffic congestion level (Sea) [score: 3.0]']",Trigger intervention protocol immediately.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100414,CRITICAL,1.0,2023-01-25,0,Rotterdam,London,DB Schenker,Air,"['Disruption: Natural Disaster [score: 9.5]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100415,CRITICAL,1.0,2024-07-26,0,Shanghai,London,DHL,Road,"['Disruption: Natural Disaster [score: 10.3]', 'Weather severity (Storm) [score: 8.0]', 'Traffic congestion level (Road) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100416,CRITICAL,1.0,2024-12-09,0,Hamburg,Chicago,UPS,Road,"['Weather severity (Blizzard) [score: 8.9]', 'Traffic congestion level (Road) [score: 6.0]', 'High historical delay rate [score: 1.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100417,CRITICAL,1.0,2023-04-11,0,Rotterdam,Sydney,DB Schenker,Air,"['Port congestion [score: 7.0]', 'Disruption: Equipment Failure [score: 6.4]', 'Weather severity (Heavy Rain) [score: 5.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100418,CRITICAL,1.0,2023-05-25,0,Dubai,London,FedEx,Rail,"['Disruption: Port Strike [score: 9.1]', 'Weather severity (Snow) [score: 6.2]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100419,CRITICAL,1.0,2023-05-19,0,Dubai,Sydney,FedEx,Rail,"['Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 5.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100420,CRITICAL,1.0,2023-12-09,0,Hamburg,Chicago,XPO Logistics,Sea,"['Disruption: Port Strike [score: 9.4]', 'Traffic congestion level (Sea) [score: 5.0]', 'High route risk [score: 3.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100421,CRITICAL,1.0,2024-06-16,0,Los Angeles,Singapore,FedEx,Road,"['Traffic congestion level (Road) [score: 7.0]', 'Port congestion [score: 7.0]', 'Disruption: Equipment Failure [score: 6.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100422,CRITICAL,1.0,2024-02-22,0,Los Angeles,Sydney,Maersk,Air,"['Weather severity (Storm) [score: 7.6]', 'Port congestion [score: 7.0]', 'Disruption: Traffic Jam [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100423,CRITICAL,1.0,2023-11-13,0,Rotterdam,London,DB Schenker,Sea,"['Disruption: Natural Disaster [score: 10.3]', 'Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100424,CRITICAL,1.0,2023-08-02,0,Mumbai,Tokyo,DB Schenker,Rail,"['Port congestion [score: 5.0]', 'Traffic congestion level (Rail) [score: 4.0]', 'Disruption: Traffic Jam [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100425,CRITICAL,1.0,2024-07-10,0,Los Angeles,Tokyo,FedEx,Air,"['Weather severity (Blizzard) [score: 8.9]', 'Disruption: Port Strike [score: 8.8]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100426,CRITICAL,1.0,2024-11-20,0,Rotterdam,Singapore,DB Schenker,Sea,"['Traffic congestion level (Sea) [score: 6.0]', 'Weather severity (Heavy Rain) [score: 4.7]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100427,CRITICAL,1.0,2024-04-27,0,Shanghai,Singapore,DHL,Air,"['Weather severity (Storm) [score: 7.9]', 'High historical delay rate [score: 2.9]', 'High route risk [score: 2.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100428,CRITICAL,1.0,2023-04-11,0,Los Angeles,New York,FedEx,Air,"['Disruption: Port Strike [score: 9.4]', 'Port congestion [score: 8.0]', 'Weather severity (Heavy Rain) [score: 4.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100430,CRITICAL,1.0,2024-11-26,0,Shanghai,Chicago,FedEx,Road,"['Traffic congestion level (Road) [score: 8.0]', 'Customs hold active [score: 8.0]', 'Weather severity (Storm) [score: 7.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100431,CRITICAL,1.0,2023-01-27,0,Rotterdam,Sydney,FedEx,Road,"['Port congestion [score: 10.0]', 'Traffic congestion level (Road) [score: 7.0]', 'Weather severity (Heavy Rain) [score: 4.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100432,CRITICAL,1.0,2024-02-27,0,Dubai,Sydney,FedEx,Sea,"['Port congestion [score: 7.0]', 'Weather severity (Snow) [score: 6.2]', 'High route risk [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100433,CRITICAL,1.0,2024-09-20,0,Mumbai,Chicago,Maersk,Rail,"['Customs hold active [score: 8.0]', 'Traffic congestion level (Rail) [score: 5.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100434,CRITICAL,1.0,2023-11-15,0,Mumbai,Sydney,DHL,Road,"['Disruption: Port Strike [score: 9.4]', 'Traffic congestion level (Road) [score: 8.0]', 'Port congestion [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100435,CRITICAL,1.0,2024-07-20,0,Hamburg,Tokyo,FedEx,Rail,"['Port congestion [score: 10.0]', 'Weather severity (Blizzard) [score: 8.7]', 'Disruption: Traffic Jam [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100436,CRITICAL,1.0,2024-08-01,0,Hamburg,New York,XPO Logistics,Sea,"['Port congestion [score: 9.0]', 'Disruption: Equipment Failure [score: 6.1]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100437,CRITICAL,1.0,2024-03-31,0,Los Angeles,Singapore,DB Schenker,Air,"['Port congestion [score: 10.0]', 'Weather severity (Blizzard) [score: 8.8]', 'Disruption: Equipment Failure [score: 6.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100438,CRITICAL,1.0,2024-03-04,0,Shanghai,Chicago,XPO Logistics,Air,"['Disruption: Natural Disaster [score: 10.3]', 'Traffic congestion level (Air) [score: 3.0]', 'High historical delay rate [score: 2.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100439,CRITICAL,1.0,2023-03-08,0,Los Angeles,Singapore,FedEx,Road,"['Disruption: Port Strike [score: 9.3]', 'Customs hold active [score: 8.0]', 'Weather severity (Storm) [score: 7.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100440,CRITICAL,0.9997,2023-03-31,0,Shanghai,London,DB Schenker,Air,"['Weather severity (Heavy Rain) [score: 5.3]', 'Port congestion [score: 5.0]', 'Traffic congestion level (Air) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100441,CRITICAL,1.0,2024-11-13,0,Los Angeles,Chicago,UPS,Sea,"['Weather severity (Blizzard) [score: 8.5]', 'Port congestion [score: 7.0]', 'Traffic congestion level (Sea) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100442,CRITICAL,1.0,2024-07-10,0,Mumbai,Tokyo,XPO Logistics,Rail,"['Disruption: Equipment Failure [score: 5.6]', 'High historical delay rate [score: 3.9]', 'Low carrier reliability [score: 2.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100443,CRITICAL,1.0,2023-02-23,0,Rotterdam,New York,DHL,Sea,"['Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]', 'Traffic congestion level (Sea) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100444,CRITICAL,1.0,2024-10-03,0,Hamburg,New York,DB Schenker,Sea,"['Weather severity (Storm) [score: 8.5]', 'Disruption: Equipment Failure [score: 6.4]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100445,CRITICAL,1.0,2023-09-01,0,Rotterdam,Chicago,XPO Logistics,Sea,"['Disruption: Port Strike [score: 8.7]', 'Port congestion [score: 8.0]', 'Traffic congestion level (Sea) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100446,CRITICAL,1.0,2024-01-19,0,Shanghai,New York,DB Schenker,Road,"['Port congestion [score: 10.0]', 'Traffic congestion level (Road) [score: 8.0]', 'Weather severity (Heavy Rain) [score: 4.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100447,CRITICAL,1.0,2023-02-18,0,Los Angeles,Tokyo,DHL,Road,"['Disruption: Natural Disaster [score: 10.3]', 'Traffic congestion level (Road) [score: 6.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100448,CRITICAL,1.0,2023-05-29,0,Mumbai,New York,DB Schenker,Rail,"['Weather severity (Blizzard) [score: 8.5]', 'Port congestion [score: 7.0]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100449,CRITICAL,1.0,2024-10-08,0,Shanghai,New York,XPO Logistics,Sea,"['Weather severity (Blizzard) [score: 9.4]', 'Port congestion [score: 9.0]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100450,CRITICAL,1.0,2024-05-18,0,Rotterdam,Tokyo,DHL,Rail,"['Disruption: Port Strike [score: 9.3]', 'Customs hold active [score: 8.0]', 'Weather severity (Fog) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100451,CRITICAL,1.0,2023-04-11,0,Mumbai,Tokyo,DB Schenker,Air,"['Disruption: Natural Disaster [score: 9.5]', 'Weather severity (Storm) [score: 8.1]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100452,CRITICAL,1.0,2023-07-08,0,Los Angeles,New York,UPS,Road,"['Disruption: Natural Disaster [score: 9.7]', 'Traffic congestion level (Road) [score: 8.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100453,CRITICAL,1.0,2024-02-20,0,Hamburg,Tokyo,FedEx,Air,"['Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 5.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100454,CRITICAL,1.0,2023-10-07,0,Dubai,Chicago,DB Schenker,Sea,"['Weather severity (Storm) [score: 7.9]', 'Traffic congestion level (Sea) [score: 5.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100455,CRITICAL,1.0,2023-07-02,0,Mumbai,London,DHL,Sea,"['Disruption: Natural Disaster [score: 9.9]', 'Port congestion [score: 8.0]', 'Traffic congestion level (Sea) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100456,CRITICAL,1.0,2024-07-28,0,Rotterdam,New York,FedEx,Sea,"['Customs hold active [score: 8.0]', 'Weather severity (Fog) [score: 4.4]', 'High route risk [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100457,CRITICAL,1.0,2023-06-17,0,Shanghai,New York,Maersk,Rail,"['Disruption: Natural Disaster [score: 9.8]', 'Port congestion [score: 9.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100458,CRITICAL,1.0,2024-06-14,0,Los Angeles,Chicago,UPS,Rail,"['Weather severity (Storm) [score: 8.2]', 'Customs hold active [score: 8.0]', 'Traffic congestion level (Rail) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
