shipment_id,risk_tier,delay_probability,primary_action,primary_description,fallback_action,cost_impact,estimated_time_saving,sla_impact,confidence,reasoning
SHP100405,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100406,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100407,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100408,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100409,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100410,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100411,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100412,CRITICAL,1.0,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100413,HIGH,0.7264,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,Medium,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100414,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100415,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100416,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100417,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 7/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100418,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100419,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100420,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100421,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100422,CRITICAL,1.0,Assign Alternative Carrier,Transfer the shipment to a more reliable carrier with available capacity on the same route.,Send Pre-Alert to Customer,Medium-High,6–24 hours,Medium,High,"['Carrier reliability (84%) below threshold; swap to higher-rated carrier.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100423,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100424,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100425,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100426,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100427,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100428,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100430,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100431,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100432,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100433,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100434,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100435,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100436,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100437,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 10/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100438,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100439,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100440,CRITICAL,0.9997,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100441,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100442,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100443,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100444,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100445,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100446,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100447,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100448,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100449,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100450,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100451,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100452,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100453,CRITICAL,1.0,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100454,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100455,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100456,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100457,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100458,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100459,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100460,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100461,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100462,CRITICAL,0.9999,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100463,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100464,HIGH,0.8811,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100465,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100466,CRITICAL,0.9999,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100467,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100468,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100469,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 8/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100470,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100471,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100472,CRITICAL,0.9999,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100473,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100474,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100475,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100476,CRITICAL,0.9999,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100477,CRITICAL,1.0,Assign Alternative Carrier,Transfer the shipment to a more reliable carrier with available capacity on the same route.,Send Pre-Alert to Customer,Medium-High,6–24 hours,Medium,High,"['Carrier reliability (83%) below threshold; swap to higher-rated carrier.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100478,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100479,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100480,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100481,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100482,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100483,CRITICAL,1.0,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100484,CRITICAL,1.0,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100485,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100486,CRITICAL,0.9998,Assign Alternative Carrier,Transfer the shipment to a more reliable carrier with available capacity on the same route.,Send Pre-Alert to Customer,Medium-High,6–24 hours,Medium,High,"['Carrier reliability (84%) below threshold; swap to higher-rated carrier.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100487,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100488,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100489,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100490,CRITICAL,0.9999,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100491,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100492,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100493,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100494,CRITICAL,0.9996,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100495,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100496,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100497,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100498,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100499,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
